시군명,관광정보명,,정제도로명주소,,,,,위도,경도
이천시,꾸메숲버섯나라,,경기도 이천시 모가면 서경리 150-1,,,,,37.1574221,127.4861006
파주시,DMZ해마루촌,,경기도 파주시 진동면 해마루길 111,,,,,37.92591747,126.7871459
파주시,모산목장,,경기도 파주시 탄현면 검산로519번길 6-36,,,,,37.80156567,126.7243229
이천시,노성산정거장마을,,경기도 이천시 설성면 수산리 383-1,,,,,37.14039691,127.4981251
포천시,교동장독대마을,,경기도 포천시 관인면 신교동로 148-11,,,,,38.10336595,127.2191985
연천군,연천푸르내마을,,경기도 연천군 청산면 청연로 30-62,,,,,38.0347538,127.106728
양평군,유기농마을,,경기도 양평군 옥천면 하사천길 14,,,,,37.52734361,127.4858417
양평군,양평보릿고개마을,,경기도 양평군 용문면 연안길 32-1,,,,,37.52678084,127.5570743
여주시,여주서화마을,,경기도 여주시 북내면 서원2길 38,,,,,37.39931991,127.6974722
파주시,파주 산머루농원,,경기도 파주시 적성면 윗배우니길 441-25,,,,,37.96024784,126.9579204
파주시,파주 산머루농원,,경기도 파주시 적성면 윗배우니길 441-25,,,,,37.96024784,126.9579204
양주시,가나아트파크,,경기도 양주시 장흥면 권율로 117,,,,,37.72563761,126.9499668
안산시,탄도어촌체험마을,,경기도 안산시 단원구 대부황금로 5-14,,,,,37.19156523,126.6461496
안산시,유리섬박물관,,경기도 안산시 단원구 부흥로 254,,,,,37.21978853,126.6023926
성남시,국가기록원 서울기록관,,경기도 성남시 수정구 대왕판교로851번길 30,,,,,37.41752392,127.0954333
용인시,한택식물원,,경기도 용인시 처인구 백암면 한택로 2,,,,,37.09447577,127.4068597
가평군,포도향이 흐르는 마을,,경기도 가평군 상면 음지말로 6,,,,,37.83162298,127.2913356
이천시,이천청학서당,,경기도 이천시 마장면 이섭대천로 155번길 100,,,,,37.22000319,127.3914101
파주시,영집궁시박물관,,경기도 파주시 탄현면 국원말길 168,,,,,37.7848409,126.7112561
안성시,남사당풍물놀이,,경기도 안성시 서운면 청룡리 사당공연장,,,,,,
남양주시,실학박물관,,경기도 남양주시 조안면 다산로 747길,,,,,,
용인시,한국민속촌,,경기도 용인시 기흥구 민속촌로 90,,,,,37.25816601,127.1195074
구리시,고구려대장간마을,,경기도 구리시 우미내길 41,,,,,37.56081089,127.1109423
여주시,이조도예 체험학습장,,경기도 여주시 평장길 55 이조도예,,,,,37.32069855,127.6427185
파주시,파주평화통일체험학습장,,경기도 파주시 적성면 달빛길 54,,,,,37.97845312,126.9181618
여주시,농업회사법인 l주l 은아목장,,경기도 여주시 가남읍 금당5길 139,,,,,37.21254618,127.6203569
평택시,무봉산청소년수련원,,경기도 평택시 진위면 진위로 181-94,,,,,37.10584874,127.1012055
이천시,테르메덴,,경기도 이천시 모가면 사실로 984,,,,,37.19472901,127.4459485
이천시,도립서당,,경기도 이천시 백사면 원적로775번길 38-92,,,,,37.3433945,127.4621787
의왕시,참나무와도토리 청계학습장,,경기도 의왕시 원터아랫길 11-16 청계천연염색장,,,,,37.39479868,127.0160212
양평군,환경재생조형박물관,,경기도 양평군 강상면 강남로 981,,,,,37.48361804,127.4834068
김포시,다도박물관,,경기도 김포시 월곶면 애기봉로 275번길 187-49,,,,,37.73753694,126.5744441
고양시,중남미문화원,,경기도 고양시 덕양구 대양로285번길 33-15,,,,,37.70399984,126.8953565
이천시,신둔초전통도예체험학습장,,경기도 이천시 신둔면 경충대로 3150번길 82-3,,,,,37.31028911,127.4035246
파주시,파주장단콩마을,,경기도 파주시 군내면 통일촌길 64,,,,,37.91071683,126.7333027
파주시,벽초지문화수목원체험장'도야',,경기도 파주시 광탄면 창만리 166-1,,,,,37.80083643,126.8734178
파주시,쇠꼴마을,,경기도 파주시 법원읍 금곡리 420-3,,,,,37.88274098,126.8735019
파주시,파주나비나라박물관,,경기도 파주시 광인사길 161,,,,,37.71485121,126.6869017
화성시,에이원승마클럽,,경기도 화성시 봉담읍 생수길96,,,,,37.19303681,126.9471612
화성시,또나따목장,,경기도 화성시 마도면 마도로 223-19,,,,,37.18723257,126.7294229
안성시,서일농원,,경기도 안성시 일죽면 금일로 332-17,,,,,37.08137613,127.4762155
화성시,전곡항 요트,,경기도 화성시 서신면 전곡항로 5,,,,,37.18561539,126.6510723
평택시,평택시농업기술센터,,경기도 평택시 오성면 숙성리 96,,,,,37.01427205,126.9808249
남양주시,남양주시화도푸른물센터,,경기도 남양주시 화도읍 폭포로 562,,,,,37.63155678,127.3470474
남양주시,주필거미박물관,,경기도 남양주시 조안면 진중리 528,,,,,37.56712835,127.2824619
의왕시,의왕자연학습공원,,경기도 의왕시 왕송못동로 307,,,,,37.30710897,126.9531542
양평군,민물고기생태학습관,,경기도 양평군 용문면 상광길 23-2,,,,,37.51195766,127.6388839
안성시,안성허브마을,,경기도 안성시 삼죽면 국사봉로 641-12,,,,,37.06537477,127.3584475
광주시,유정뜰농원,,경기도 광주시 도척면 유정리 347-1,,,,,37.29049473,127.3210838
용인시,청계목장,,경기도 용인시 처인구 백암면 청계로 104번길 20,,,,,37.15364577,127.3966516
양평군,양평곤충박물관,,경기도 양평군 옥천면 경강로 1496,,,,,37.50919809,127.4491849
양평군,두물머리 생태학교,,경기도 양평군 양서면 두물머리길 108-22,,,,,37.536185,127.3142788
포천시,비둘기낭마을,,경기도 포천시 영북면 비둘기낭길 25,,,,,38.07187855,127.2281889
광주시,산두른마을,,경기도 광주시 도척면 추곡길 38,,,,,37.27926235,127.291178
가평군,물미연꽃마을,,경기도 가평군 설악면 미사리로645번길 185-90,,,,,37.71834691,127.5226819
용인시,용인 학일마을,,경기도 용인시 처인구 원삼면 학일로 117,,,,,37.14737668,127.2858207
안성시,구메농사마을,,경기도 안성시 죽산면 임꺽정길 51-7,,,,,37.02436334,127.4082382
안성시,과채류마을,,경기도 안성시 미양면 신계 4길 20,,,,,36.96458914,127.1765353
여주시,여주 팜스테이마을,,경기도 여주시 금사면 윗범실길 8-3,,,,,37.40874828,127.4745982
양평군,산수유꽃마을,,경기도 양평군 개군면 산수유꽃길 88,,,,,37.43473898,127.5781196
양평군,쌍겨리마을,,경기도 양평군 단월면 섬이길 274-12,,,,,37.62933003,127.5837967
양평군,그린토피아과수마을,,경기도 양평군 양서면 골용진길19번길 2-6,,,,,37.5573075,127.3286281
포천시,축석자연농원,,경기도 포천시 소흘읍 이동교리 수목원로 1108,,,,,,
화성시,반석산 에코스쿨,,경기도 화성시 남양읍 시청로 159,,,,,37.19990791,126.8305624
여주시,목아박물관,,경기도 여주시 강천면 이문안길 21,,,,,37.2885093,127.6881569
평택시,수도사,,경기도 평택시 포승읍 호암길 58,,,,,37.0023403,126.8216664
파주시,헤이리예술마을,,경기도 파주시 탄현면 헤이리마을길 82-105,,,,,37.78807106,126.7037375
이천시,부래미마을,,경기도 이천시 율면 금율로 640번길 177,,,,,37.0589052,127.5477801
의왕시,의왕자연학습공원,,경기도 의왕시 왕송못동로 307,,,,,37.30710897,126.9531542
안성시,안성천문대,,경기도 안성시 미양면 강덕리 천문대길 60,,,,,36.95556386,127.2339037
안성시,안성유별난마을,,경기도 안성시 대덕면 소내리 장수정길 12-22,,,,,37.04060489,127.2335172
화성시,배혜정도가,,경기도 화성시 정남면 서봉로835,,,,,37.14958947,126.9609458
안산시,상록수된장마을,,경기도 안산시 단원구 대부황금로 717,,,,,37.23815658,126.6152976
가평군,버섯구지마을,,경기도 가평군 조종면 대보간선로 173,,,,,37.80925967,127.3641738
가평군,아침고요 푸른마을,,경기도 가평군 상면 수목원로 262-22,,,,,37.75527403,127.3595501
광명시,기아자동차 공장견학,,경기도 광명시 기아로 113,,,,,37.43626892,126.8873776
광명시,금강정사 템플스테이,,경기도 광명시 설월로 58,,,,,37.44188021,126.8728281
광명시,광명시노온정수장맑은물홍보관,,경기도 광명시 밤일로 75,,,,,37.44910346,126.856295
고양시,고양 낙농 치즈 테마체험장,,경기도 고양시 덕양구 통일로 915-67,,,,,37.69774864,126.8536299
고양시,배다골테마파크,,경기도 고양시 덕양구 배다골길 131,,,,,37.63016381,126.8481073
고양시,아쿠아플라넷일산,,경기도 고양시 일산서구 한류월드로 282,,,,,37.66382191,126.7556343
고양시,현대모터스튜디오고양,,경기도 고양시 일산서구 킨텍스로 217-6,,,,,37.66610555,126.7476293
안산시,별빛마을포토랜드,,경기도 안산시 상록구 수인로 1723,,,,,37.33944362,126.863453
이천시,이천시몬스테라스,,경기도 이천시 사실로 988,,,,,37.19773088,127.4463182
용인시,바운스트램폴린파크,,경기도 용인시 기흥구 동백죽전대로175번길 6,,,,,37.25764149,127.1604459
시흥시,배곧한울공원해수체험장,,경기도 시흥시 정왕동 2590,,,,,37.35465347,126.7020269
파주시,파주팜랜드,,경기도 파주시 탄현면 새오리로 318-34,,,,,37.81003058,126.6923913
안성시,안성 서일농원,,경기도 안성시 일죽면 금일로 332-17,,,,,37.08137613,127.4762155
안성시,안성 서일농원,,경기도 안성시 일죽면 금일로 332-17,,,,,37.08137613,127.4762155
안성시,안성미리내마을,,경기도 안성시 양성면 미산1길 2,,,,,37.13858064,127.2586203
안성시,인처골마을,,경기도 안성시 서운면 인처동길 38-7,,,,,36.94484456,127.2724178
양주시,맹골마을,,경기도 양주시 남면 휴암로 443번길 29-6,,,,,37.89333729,126.9582067
양주시,허브힐,,경기도 양주시 남면 양연로 305,,,,,37.93528989,127.0003909
안산시,선감어촌체험마을,,경기도 안산시 단원구 개건너길 78,,,,,37.22057075,126.6299077
김포시,수안산생태원,,경기도 김포시 대곶면 종생로 136번길 145,,,,,37.64056733,126.5956311
광주시,퇴촌식물원,,경기도 광주시 퇴촌면 정영로 315,,,,,37.46729358,127.3260745
용인시,한터조랑말농장,,경기도 용인시 처인구 양지면 대대로 110,,,,,37.27120944,127.2652921
용인시,호박등불마을,,경기도 용인시 처인구 모현면 능곡로56번길 7,,,,,37.33641035,127.1784021
여주시,그린투어마을,,경기도 여주시 능서면 광대1길 10-1,,,,,37.26348611,127.5748296
여주시,오감도토리마을,,경기도 여주시 강천면 강천로 776,,,,,37.26836895,127.6900918
가평군,가평아홉마지기마을,,경기도 가평군 가평읍 용추로 238,,,,,37.84804886,127.4876674
양평군,외갓집체험마을,,경기도 양평군 청운면 신론로 344,,,,,37.56187963,127.7750655
양평군,신론리 외갓집체험마을,,경기도 양평군 청운면 상고론길 9-8,,,,,37.56236305,127.7764826
화성시,행복텃밭,,경기도 화성시 매송면 화성로 2148-28,,,,,37.24788422,126.9038799
화성시,시화호 환경학교,,경기도 화성시 송산면 공룡로540번길 27,,,,,,
의정부시,의정부 부대찌개거리,,경기도 의정부시 호국로1309번길 7,,,,,37.74409547,127.0494983
파주시,볼거리나라,,경기도 파주시 문산읍 반구정로 36-13,,,,,37.86718507,126.758698
이천시,세라피아,,경기도 이천시 경충대로 2697번길 167-29,,,,,37.27406904,127.425927
연천군,나룻배마을,,경기도 연천군 왕징면 북삼로 98,,,,,38.09557838,127.0036924
안성시,안성 서일농원,,경기도 안성시 일죽면 금일로 332-17,,,,,37.08137613,127.4762155
광명시,광명동굴,,경기도 광명시 가학로85번길 142,,,,,37.4246681,126.8634442
안산시,종현어촌체험마을,,경기도 안산시 단원구 구봉길 240,,,,,37.2804829,126.5476403
김포시,김포함상공원,,경기도 김포시 대곶면 대명항1로110-36,,,,,37.64067164,126.5392752
군포시,누리천문대,,경기도 군포시 대야2로 139,,,,,37.33031015,126.9153637
고양시,쥬라리움 일산점,,경기도 고양시 덕양구 원당로 458번길 7-42,,,,,37.68940956,126.8549386
용인시,용인농촌테마파크,,경기도 용인시 처인구 원삼면 농촌파크로 80-1 농촌테마파크,,,,,37.17289704,127.2967654
수원시,kbs수원센터,,경기도 수원시 팔달구 인계로 123,,,,,37.26795144,127.0305716
양평군,양평레일바이크,,경기도 양평군 용문면 용문로 277,,,,,37.47971162,127.5865474
화성시,제부리마을,,경기도 화성시 서신면 제부리 224,,,,,37.17182977,126.6209083
성남시,국가기록원 나라기록관,,경기도 성남시 수정구 대왕판교로 851번길 30,,,,,37.41752392,127.0954333
고양시,증권박물관,,경기도 고양시 일산동구 호수로 358-8 한국예탁결제원,,,,,37.63853826,126.786013
파주시,나라사랑DMZ병영체험장,,경기도 파주시 적성면 감악산로 1377-12,,,,,37.96698503,126.9220722
파주시,우농타조마을,,경기도 파주시 교하로 595-36,,,,,37.70546913,126.7135614
파주시,카트랜드,,경기도 파주시 탄현면 필승로 398-30,,,,,37.77742116,126.6844795
용인시,이영미술관,,경기도 용인시 기흥구 흥덕4로 63,,,,,37.27731264,127.0900943
용인시,삼성화재교통박물관,,경기도 용인시 처인구 포곡읍 애버랜드로 376번길 171,,,,,37.30037208,127.2169533
군포시,비숲,,경기도 군포시 둔대로 28,,,,,37.32578827,126.8892013
포천시,낙농체험 밀크스쿨 아트팜,,경기도 포천시 영북면 소회산리 119-3,,,,,38.08261838,127.246148
광주시,지월농원,,경기도 광주시 초월읍 현산안길 7-69,,,,,37.40275753,127.2888246
광주시,오색향농원,,경기도 광주시 곤지암읍 광여로 336-27,,,,,37.36231136,127.3775072
광주시,물환경전시관/전망대,,경기도 광주시 남종면 산수로 1692,,,,,37.49958945,127.3030108
오산시,서랑동 문화마을,,경기도 오산시 서랑로105번길 29-5 일대,,,,,37.17377415,127.0064404
수원시,예절교육관,,경기도 수원시 팔달구 정조로 893,,,,,37.28765497,127.0147002
안성시,용설호문화마을,,경기도 안성시 죽산면 용설호수길 187,,,,,37.05332267,127.4460377
